ACFT_SERIES,ICAO,ENG_TYPE,NB_ENG,BADA3,BADA4,BADA_TYPE,ENGINE_ID
B747 433 SCD,B744,PW4056,4,B744,B744GE,J,1PW042
B747 436,B744,RB211-524H2,4,B744,B744GE,J,1RR011
B747 437,B744,PW4056,4,B744,B744GE,J,1PW042
B747 438,B744,RB211-524G2,4,B744,B744GE,J,1RR010
B747 438 ER,B744,CF6-80C2B5F,4,B744,B744ERGE,J,01P03GE187
B747 441,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 443,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 444,B744,RB211-524H,4,B744,B744GE,J,1RR011
B747 444 BCF,B744,RB211-524H,4,B744,B744GE,J,1RR011
B747 446,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 446 BCF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 446 BDSF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 446F,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 44AF,B744,RB211-524G/H-T,4,B744,B744GE,J,4RR036
B747 451,B744,PW4056,4,B744,B744GE,J,1PW042
B747 458,B744,PW4056,4,B744,B744GE,J,1PW042
B747 45E,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 45E BCF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 45E BDSF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 45EF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 467,B744,RB211-524H,4,B744,B744GE,J,1RR011
B747 467 BCF,B744,RB211-524H,4,B744,B744GE,J,1RR011
B747 467 ERF,B744,CF6-80C2B1F,4,B744,B744ERGE,J,01P02GE186
B747 467ERF,B744,CF6-80C2B1F,4,B744,B744ERGE,J,01P02GE186
B747 467F,B744,RB211-524H,4,B744,B744GE,J,1RR011
B747 467F SCD,B744,RB211-524H,4,B744,B744GE,J,1RR011
B747 468,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 469,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 46NERF,B744,CF6-80C2B5F,4,B744,B744ERGE,J,01P03GE187
B747 46NF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 475,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 47C,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 47UF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 481,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 481 BCF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 481 BDSF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 481 F,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 481F,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 48E,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 48E BDSF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 48EF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 4B3,B744,CF6-80C2B,4,B744,B744GE,J,01P02GE186
B747 4B3 BCF,B744,CF6-80C2B,4,B744,B744GE,J,01P02GE186
B747 4B5,B744,PW4056,4,B744,B744GE,J,1PW042
B747 4B5 BCF,B744,PW4056,4,B744,B744GE,J,1PW042
B747 4B5 ERF,B744,PW4062,4,B744,B744ERGE,J,12PW102
B747 4B5ERF,B744,PW4062,4,B744,B744ERGE,J,12PW102
B747 4B5F,B744,PW4056,4,B744,B744GE,J,1PW042
B747 4D7,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 4D7 BCF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 4EVERF,B744,CF6-80C2B5F,4,B744,B744ERGE,J,01P03GE187
B747 4F6,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 4F6 BDSF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 4FTF,B744,PW4056,4,B744,B744GE,J,1PW042
B747 4H6,B744,PW4056,4,B744,B744GE,J,1PW042
B747 4H6 BCF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 4H6 BDSF,B744,PW4056,4,B744,B744GE,J,1PW042
B747 4H6 LCF,BLCF,PW4056,4,A346,,J,1PW042
B747 4H6F,B744,PW4056,4,B744,B744GE,J,1PW042
B747 4HAERF,B744,CF6-80C2B5F,4,B744,B744ERGE,J,01P03GE187
B747 4HQERF,B744,CF6-80C2B5F,4,B744,B744ERGE,J,01P03GE187
B747 4J6,B744,PW4056,4,B744,B744GE,J,1PW042
B747 4J6 BCF,B744,PW4056,4,B744,B744GE,J,1PW042
B747 4J6 LCF,BLCF,PW4056,4,A346,,J,1PW042
B747 4J6 SCD,B744,PW4056,4,B744,B744GE,J,1PW042
B747 4KZF,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 4P8,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 4Q8,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 4R7F,B744,RB211-524G/H-T,4,B744,B744GE,J,4RR036
B747 4R7F SCD,B744,RB211-524G/H-T,4,B744,B744GE,J,4RR036
B747 4U3,B744,CF6-80C2B1F,4,B744,B744GE,J,01P02GE186
B747 830,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 83QF,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 85M,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 867F,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 87UF,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 89L,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8B5,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8B5 F,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8F,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8H0,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8HTF,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8HVF,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8I,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8JA,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8JK,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8KB,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8KV,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8KZF,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8LQ,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8R7F,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 8Z5,B748,GENX-2B67,4,B748,B748F,J,11GE139
B747 E 4B,B744,UNKNOWN,4,B744,B742RR,J,1RR007
B747SP 09,B74S,JT9D-7A,4,B742,,J,8PW087
B747SP 21,B74S,JT8D-7A,4,B742,,J,8PW085
B747SP 27,B74S,JT9D-7J,4,B742,,J,1PW024
B747SP 31,B74S,RB211-524D4,4,B742,,J,1RR007
B747SP 68,B74S,RB211-524C2,4,B742,,J,1RR006
B747SP 86,B74S,JT9D-7F,4,B742,,J,1PW022
B747SP 94,B74S,JT9D-7,4,B742,,J,8PW086
B747SR 46 F SCD,B74R,JT9D-7A,4,B742,,J,8PW087
B747SR 81 F SCD,B74R,CF6-45A2,4,B742,,J,3GE068
B757 204,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 204 F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 204 F WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 204 PCF,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 204 PCF WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 204 WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 208 PCF,B752,RB511-535E4,2,B752,B752WRR40,J,5RR038
B757 208 WL,B752,RB511-535E4,2,B752,B752WRR40,J,5RR038
B757 212,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 21B,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 21B F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 222 F WL,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 222 PCF,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 223,B752,RB211-535E4-B,2,B752,B752WRR40,J,5RR039
B757 223 F,B752,RB211-535E4-B,2,B752,B752WRR40,J,5RR039
B757 223 F WL,B752,RB211-535E4-B,2,B752,B752WRR40,J,5RR039
B757 223 PCF WL,B752,RB211-535E4-B,2,B752,B752WRR40,J,5RR039
B757 223 WL,B752,RB211-535E4-B,2,B752,B752WRR40,J,5RR039
B757 224,B752,RB211-535E4-B,2,B752,B752WRR40,J,5RR039
B757 224 WL,B752,RB211-535E4-B,2,B752,B752WRR40,J,5RR039
B757 225,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 225 ASF,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 225 F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 225 WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 22K,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 22L,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 230,B752,PW2040,2,B752,B752WRR40,J,4PW073
B757 230 WL,B752,PW2040,2,B752,B752WRR40,J,4PW073
B757 230F,B752,PW2040,2,B752,B752WRR40,J,4PW073
B757 230F WL,B752,PW2040,2,B752,B752WRR40,J,4PW073
B757 231,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 231 F,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 231 WL,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 232 PCF,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 232 WL,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 236,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 236 F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 236 PF,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 236 PF WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 236 S,B752,RB211-535C,2,B752,B752WRR40,J,1RR012
B757 236 SF,B752,RB211-535C,2,B752,B752WRR40,J,1RR012
B757 236 SF WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 23A,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 23A F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 23APF,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 23N,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 23N PCF,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 23N PCF WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 23N SF,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 23N WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 23P,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 24APF,B752,PW2040,2,B752,B752WRR40,J,4PW073
B757 24Q,B752,PW2040,2,B752,B752WRR40,J,4PW073
B757 251,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 251 WL,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 256,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 256 F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 256 F WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 256 PCF WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 256 WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 258,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 258 SF,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 25C F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 25F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 260,B752,PW2040,2,B752,B752WRR40,J,4PW073
B757 260 PCF,B752,PW2040,2,B752,B752WRR40,J,4PW073
B757 260PF,B752,PW2040,2,B752,B752WRR40,J,4PW073
B757 26D,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 26D WL,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 27A F,B752,PW2040,2,B752,B752WRR40,J,4PW073
B757 27A PCF,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 27B,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 27B F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 27B WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 28A,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 28A ASF,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 28A F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 28A F WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 28A PCF WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 28A WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 28S,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 28S F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 29J,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 2B6,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 2B6 PCF WL,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 2B7,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2B7 F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2B7 F WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2B7 SF,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2B7 WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2G5,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2G5 F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2G5 PCF WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2J4,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2K2,B752,RB211-535E4-37,2,B752,B752WRR40,J,5RR038
B757 2K2 WL,B752,RB211-535E4-37,2,B752,B752WRR40,J,5RR038
B757 2M6,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2Q8,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 2Q8 F,B752,PW2040,2,B752,B752WRR40,J,4PW073
B757 2Q8 F WL,B752,PW2040,2,B752,B752WRR40,J,4PW073
B757 2Q8 WL,B752,PW2037,2,B752,B752WRR40,J,4PW072
B757 2T7,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2T7 F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2Y0,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2Y0 F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2Y0 WL,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2Z0,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 2Z0 F,B752,RB211-535E4,2,B752,B752WRR40,J,5RR038
B757 308 WL,B753,RB211-535E4-B-37,2,B753,B753RR,J,5RR039
B757 330,B753,RB211-535E4-B,2,B753,B753RR,J,5RR039
B757 330 WL,B753,RB211-535E4-B,2,B753,B753RR,J,5RR039
B757 33N,B753,RB211-535E4-C,2,B753,B753RR,J,5RR038
B757 351 WL,B753,PW2043,2,B753,B753RR,J,4PW073
B757 3CQ,B753,RB211-535E4-B-37,2,B753,B753RR,J,5RR039
B757 3E7,B753,RB211-535E4-B,2,B753,B753RR,J,5RR039
B757 3E7 WL,B753,RB211-535E4-B,2,B753,B753RR,J,5RR039
B767 201 ER,B762,CF6-80C2B2,2,B762,B762ERPW56,J,2GE042
B767 204 ER,B762,CF6-80A2,2,B762,B762ERPW56,J,1GE012
B767 204 ER BDSF,B762,CF6-80A2,2,B762,B762ERPW56,J,1GE012
B767 205 ER,B762,JT9D-7R4D,2,B762,B762ERPW56,J,1PW026
B767 209 ER,B762,JT9D-7R4D,2,B762,B762ERPW56,J,1PW026
B767 216 ER,B762,CF6-80A2,2,B762,B762ERPW56,J,1GE012
B767 219 ER,B762,CF6-80C2B2,2,B762,B762ERPW56,J,2GE042
B767 219 ER BDSF,B762,CF6-80A2,2,B762,B762ERPW56,J,1GE012
B767 222,B762,JT9D-7R4D,2,B762,B762GE50,J,1PW026
B767 222 ER,B762,JT9D-7R4D,2,B762,B762ERPW56,J,1PW026
B767 223 BDSF,B762,CF6-80A2,2,B762,B762GE50,J,1GE012
B767 223 ER,B762,CF6-80A2,2,B762,B762ERPW56,J,1GE012
B767 224 ER,B762,CF6-80C2B4F,2,B762,B762ERPW56,J,2GE047
B767 224 ER BDSF,B762,CF6-80C2B4F,2,B762,B762GE50,J,2GE047
B767 231 ER,B762,JT9D-7R4D,2,B762,B762ERPW56,J,1PW026
B767 231 ER BDSF,B762,JT9D-7R4D,2,B762,B762ERPW56,J,1PW026
B767 232 BDSF,B762,CF6-80A,2,B762,B762GE50,J,1GE010
B767 233,B762,JT9D-7R4D,2,B762,B762GE50,J,1PW026
B767 233 ER,B762,JT9D-7R4D1,2,B762,B762ERPW56,J,1PW026
B767 238 ER,B762,JT9D-7R4E,2,B762,B762ERPW56,J,1PW027
B767 23B ER,B762,CF6-80C2B4,2,B762,B762ERPW56,J,2GE043
B767 241 ER,B762,CF6-80C2B2,2,B762,B762ERPW56,J,2GE042
B767 246,B762,JT9D-7R4D,2,B762,B762GE50,J,1PW026
B767 24N ER,B762,CF6-80C2B7F,2,B762,B762ERPW56,J,2GE054
B767 258,B762,JT9D-7R4D,2,B762,B762GE50,J,1PW026
B767 258 ER,B762,JT9D-7R4D,2,B762,B762ERPW56,J,1PW026
B767 259 ER,B762,PW4056,2,B762,B762ERPW56,J,1PW042
B767 25D ER,B762,CF6-80C2B4,2,B762,B762ERPW56,J,2GE043
B767 25E BDSF,B762,CF6-80C2B2F,2,B762,B762GE50,J,2GE046
B767 260 ER,B762,JT9D-7R4E,2,B762,B762ERPW56,J,1PW027
B767 266 ER,B762,JT9D-7R4E,2,B762,B762ERPW56,J,1PW027
B767 269 ER,B762,JT9D-7R4E4,2,B762,B762ERPW56,J,1PW028
B767 277,B762,CF6-80A,2,B762,B762GE50,J,1GE010
B767 27E ER,B762,PW4060,2,B762,B762ERPW56,J,12PW101
B767 27G ER,B762,CF6-80C2B6F,2,B762,B762ERPW56,J,01P02GE188
B767 281 BDSF,B762,CF6-80A,2,B762,B762GE50,J,1GE010
B767 283 ER,B762,PW4056,2,B762,B762ERPW56,J,1PW042
B767 284 ER,B762,PW4056,2,B762,B762ERPW56,J,1PW042
B767 2AX ER,B762,CF6-80C2B6F,2,B762,B762ERPW56,J,01P02GE188
B767 2B1 ER,B762,PW4056,2,B762,B762ERPW56,J,1PW042
B767 2B7 ER,B762,CF6-80C2B2,2,B762,B762ERPW56,J,2GE042
B767 2DX ER,B762,UNKNOWN,2,B762,B762ERPW56,J,2GE046
B767 2EY TANKER,B762,CF6-80C2B6F,2,B762,B762GE50,J,01P02GE188
B767 2FK ER,B762,CF6-80C2B6F,2,B762,B762ERPW56,J,01P02GE188
B767 2J6 ER,B762,PW4052,2,B762,B762ERPW56,J,1PW042
B767 2N0 ER,B762,PW4056,2,B762,B762ERPW56,J,1PW042
B767 2Q8 ER,B762,CF6-80C2B4,2,B762,B762ERPW56,J,2GE043
B767 300 F,B763,CF6-80C2B7F,2,B763,B763PW60,J,2GE054
B767 304 ER,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 304 ER BCF WL,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 304 ER F WL,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 304 ER WL,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 304 ER WL BDSF,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 306 ER,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 306 ER BCF,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 306 ER BDSF,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 306 ER BDSF WL,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 316 ER,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 316 ER BCF WL,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 316 ER BDSF WL,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 316 ER WL,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 316F ER,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 316F ER WL,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 319 ER,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 319 ER BCF WL,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 319 ER BDSF,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 319 ER BDSF WL,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 319 ER WL,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 31A ER,B763,PW4060,2,B763,B763ERGE61,J,12PW101
B767 31A ER WL,B763,PW4060,2,B763,B763ERGE61,J,12PW101
B767 31B ER BCF WL,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 31B ER WL,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 31K ER WL,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 31K ER WL BDSF,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 322 ER,B763,PW4060,2,B763,B763ERGE61,J,12PW101
B767 322 ER WL,B763,PW4052,2,B763,B763ERGE61,J,1PW042
B767 323,B763,CF6-80C2B6,2,B763,B763PW60,J,2GE044
B767 323 ER,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 323 ER BDSF,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 323 ER WL,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 323 ER WL BCF,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 323 ER WL BDSF,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 323 WL,B763,CF6-80C2B6,2,B763,B763PW60,J,2GE044
B767 324 ER,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 324 ER BCF WL,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 324 ER BDSF WL,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 324 ER WL,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 328 ER,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 328 ER BCF,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 328 ER BDSF,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 32K ER,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 32L ER,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 32LF,B763,CF6-80C2B7F,2,B763,B763PW60,J,2GE054
B767 32LF WL,B763,CF6-80C2B7F,2,B763,B763PW60,J,2GE054
B767 330 ER,B763,PW4060,2,B763,B763ERGE61,J,12PW101
B767 330 ER BDSF WL,B763,PW4060,2,B763,B763PW60,J,12PW101
B767 330 ER WL,B763,PW4060,2,B763,B763ERGE61,J,12PW101
B767 332,B763,CF6-80A2,2,B763,B763PW60,J,1GE012
B767 332 ER,B763,PW4060,2,B763,B763ERGE61,J,12PW101
B767 332 ER BDSF WL,B763,PW4060,2,B763,B763PW60,J,12PW101
B767 332 ER WL,B763,PW4060,2,B763,B763ERGE61,J,12PW101
B767 332 WL,B763,PW4060,2,B763,B763PW60,J,12PW101
B767 333 ER BCF WL,B763,PW4060,2,B763,B763PW60,J,12PW101
B767 333 ER BDSF WL,B763,PW4060,2,B763,B763PW60,J,12PW101
B767 333 ER WL,B763,PW4060,2,B763,B763ERGE61,J,12PW101
B767 336,B763,RB211-524H,2,B763,B763PW60,J,1RR011
B767 336 ER,B763,RB211-524H,2,B763,B763ERGE61,J,1RR011
B767 338 ER,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 338 ER BCF,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 338 ER BDSF,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 338 ER BDSF WL,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 33A ER,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 33A ER BCF,B763,PW4060,2,B763,B763PW60,J,12PW101
B767 33A ER BDSF,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 33A ER BDSF WL,B763,PW4060,2,B763,B763PW60,J,12PW101
B767 33A ER WL,B763,PW4056,2,B763,B763ERGE61,J,1PW042
B767 33P ER,B763,PW4062,2,B763,B763ERGE61,J,12PW102
B767 33P ER BCF,B763,PW4062,2,B763,B763ERGE61,J,12PW102
B767 341 ER,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 341 ER BCF,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 343 ER,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 343 ER WL,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 346 ER BCF,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 346 ER BCF WL,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 346F ER,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 34AF ER,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 34AF ER WL,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 34G ER WL,B763,CF6-80C2B7F,2,B763,B763ERGE61,J,2GE054
B767 34P ER,B763,CF6-80C2B4F,2,B763,B763ERGE61,J,2GE047
B767 352 ER,B763,PW4062,2,B763,B763ERGE61,J,12PW102
B767 35D ER,B763,CF6-80C2B6,2,B763,B763ERGE61,J,2GE044
B767 35E ER BCF WL,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 35H ER,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 35H ER BDSF,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 360 ER,B763,PW4062,2,B763,B763ERGE61,J,12PW102
B767 360 ER BDSF WL,B763,PW4062,2,B763,B763ERGE61,J,12PW102
B767 360 ER WL,B763,PW4062,2,B763,B763ERGE61,J,12PW102
B767 366 ER,B763,PW4060,2,B763,B763ERGE61,J,12PW101
B767 36D ER,B763,PW4060,2,B763,B763ERGE61,J,12PW101
B767 36D ER BCF,B763,PW4060,2,B763,B763PW60,J,12PW101
B767 36N ER,B763,PW4060,2,B763,B763ERGE61,J,12PW101
